accuracy,recall,precision
0.9459459459459459,0.9370437956204379,0.9526901669758813
0.95,0.9552919708029197,0.9440937781785392
0.9626126126126127,0.9679547596606974,0.9544609665427509
0.9599099099099099,0.9618528610354223,0.9575045207956601
0.972072072072072,0.9716981132075472,0.9698681732580038
0.9662162162162162,0.9689557855126999,0.960820895522388
0.9747747747747748,0.9783978397839784,0.9714030384271671
