accuracy,recall,precision
0.7306306306306306,0.4642533936651584,0.9884393063583815
0.7198198198198198,0.44061650045330913,0.9898167006109979
0.7022522522522523,0.3896583564173592,1.0
0.6842342342342342,0.3568807339449541,1.0
0.6486486486486487,0.2889699179580675,1.0
0.6481981981981982,0.29321266968325793,1.0
0.6288288288288288,0.23491179201485607,1.0
