accuracy,recall,precision
0.6739130434782609,0.7692307692307693,0.7692307692307693
0.7065217391304348,0.8507462686567164,0.7702702702702703
0.6630434782608695,0.8870967741935484,0.6962025316455697
0.6413043478260869,0.873015873015873,0.6875
0.6847826086956522,0.8028169014084507,0.7916666666666666
0.7391304347826086,0.9104477611940298,0.7721518987341772
0.6739130434782609,0.9333333333333333,0.6829268292682927
