accuracy,recall,precision
0.8667504714016342,0.8622668579626973,0.8382147838214784
0.863607793840352,0.8479776847977685,0.8491620111731844
0.8856065367693274,0.8777777777777778,0.8705234159779615
0.8981772470144563,0.8949579831932774,0.8801652892561983
0.8925204274041484,0.8680851063829788,0.8869565217391304
0.9013199245757385,0.8591352859135286,0.9166666666666666
0.8981772470144563,0.877521613832853,0.8877551020408163
